zcta,state_abbr,final_rank,investment_category_sf,composite_score,projected_delta_2023_2030,target_proxy_2023,target_proxy_2030_projection,median_hh_income_2019,pop_25_44_2019,hh_over_100k_2019
75042,TX,2135,Neutral,0.1926136594574564,650.1483315690951,766.7813354363827,1416.9296670054778,50549,10318,1926
34608,FL,2136,Neutral,0.1925251828310066,646.1786205836988,839.4756461096678,1485.6542666933665,49529,8024,1657
28403,NC,2137,Neutral,0.19244835013234352,653.6883513907298,1241.2607713690063,1894.9491227597362,39744,10526,2887
27312,NC,2138,Neutral,0.19231894955051795,455.4631953769784,1006.7488303702713,1462.2120257472498,74698,3725,3544
14032,NY,2139,Neutral,0.19225781480820317,203.76282275619366,528.3660584998552,732.1288812560488,123021,1741,1965
11949,NY,2140,Neutral,0.19216159115150522,363.68927416211733,631.5658484687286,995.255122630846,96505,2514,2367
90023,CA,2141,Neutral,0.19211977069196198,705.0213634308719,714.5147731348636,1419.5361365657354,42972,13450,1610
32408,FL,2142,Neutral,0.19209240712811343,598.7772453852093,780.4357743097239,1379.2130196949333,57643,4842,2029
91345,CA,2143,Neutral,0.19208015947601703,470.39545627800135,771.8522590526201,1242.2477153306213,77273,5282,1908
85009,AZ,2144,Neutral,0.19200999693788898,749.4174093887509,867.3496814797758,1616.7670908685268,32893,16155,1353
37876,TN,2145,Neutral,0.1919129239873875,624.0961181800085,780.9273146462808,1405.0234328262893,53658,7586,1956
95448,CA,2146,Neutral,0.19184010360477996,329.607750681514,926.7595160070581,1256.367266688572,95114,3713,3168
77705,TX,2147,Neutral,0.19174738921315,705.2214171679867,752.5236916921134,1457.7451088601001,41844,13670,1749
90502,CA,2148,Neutral,0.19145710973400917,463.5635508558705,959.2268963232858,1422.7904471791562,73826,5311,2227
11356,NY,2149,Neutral,0.19134272547113026,535.1012740067004,1007.7903249740317,1542.891598980732,61859,6996,2063
84004,UT,2150,Neutral,0.19132319723374305,183.47139322707915,355.4602803738318,538.9316736009109,129076,1868,1765
37415,TN,2151,Neutral,0.19125320666471446,585.1955163294971,1174.892962130382,1760.0884784598793,50627,7462,2147
78415,TX,2152,Neutral,0.19116607821526926,652.791460718993,768.1179392868232,1420.9094000058162,49011,11373,2168
33704,FL,2153,Neutral,0.19116485841971692,388.1234001180719,1052.9766871165643,1441.1000872346362,83031,4470,3230
75249,TX,2154,Neutral,0.1910569616806004,588.1738547068855,509.59062371648184,1097.7644784233673,64246,5515,1329
32507,FL,2155,Neutral,0.19102774955705526,617.4052885751487,1017.4172569614069,1634.8225455365555,48939,7971,2954
33919,FL,2156,Neutral,0.19102268558815327,566.6289002979171,1003.2952145214521,1569.9241148193692,56932,5452,3061
32080,FL,2157,Neutral,0.1908786799636376,466.4739453871489,829.3004024709846,1295.7743478581335,75719,3777,3445
11778,NY,2158,Neutral,0.19085475131104224,338.9106976443508,700.2947596563201,1039.205457300671,97790,3360,2001
30507,GA,2159,Neutral,0.19081008349633724,624.7726425185206,773.3333333333334,1398.105975851854,52873,8910,1514
33584,FL,2160,Neutral,0.1907078437251022,571.73166459402,718.5443839246283,1290.2760485186482,62004,6878,2176
77657,TX,2161,Neutral,0.19061692280094536,464.27455856338304,1041.3635148218157,1505.6380733851988,71319,5754,2906
75207,TX,2162,Neutral,0.19059201708697537,404.03101408540573,711.519872611465,1115.5508866968707,87480,5049,667
89408,NV,2163,Neutral,0.19043824432141782,511.4208881088782,1165.5393964620187,1676.9602845708969,61383,5423,1692
11751,NY,2164,Neutral,0.19025297150324905,254.93923927051026,704.8175182481751,959.7567575186854,109958,3786,2754
85748,AZ,2165,Neutral,0.19020524679649894,431.3316306525295,847.4929357887557,1278.8245664412852,80140,4239,2806
12524,NY,2166,Neutral,0.1901531430812413,426.7328957905105,782.0425757676239,1208.7754715581345,82196,4251,2283
32317,FL,2167,Neutral,0.19003086658905,399.4747784403761,685.0697427032777,1084.5445211436538,88306,2925,2315
33190,FL,2168,Neutral,0.1900246248709344,563.1107454832753,646.2685185185186,1209.379264001794,64332,5049,1206
79764,TX,2169,Neutral,0.19002439476529964,548.2176734106076,1036.0658086177953,1584.283482028403,58257,6294,1709
34105,FL,2170,Neutral,0.1899979452164958,409.9444456937892,641.8941746366911,1051.8386203304804,87617,3286,3566
33559,FL,2171,Neutral,0.18986398471354007,534.4797167227414,630.0298219042148,1164.5095386269563,68895,5886,1820
94805,CA,2172,Neutral,0.18978856069254457,384.9428336670113,896.0505339932274,1280.9933676602386,85813,4707,2183
31605,GA,2173,Neutral,0.1897371644525212,568.3233682507868,880.4624382207579,1448.7858064715447,58316,6927,1666
11023,NY,2174,Neutral,0.18972771158671253,160.05676709575332,418.20969055374593,578.2664576494992,130061,2107,1676
33444,FL,2175,Neutral,0.18971203886848742,581.3934720855196,861.4687701777797,1442.8622422632993,56722,7269,2300
30677,GA,2176,Neutral,0.18967676265708872,418.5762707112746,841.3273718038284,1259.903642515103,81800,4198,3014
28460,NC,2177,Neutral,0.1896307473738314,522.7474280352399,978.1660574412533,1500.9134854764932,63053,3496,1026
14304,NY,2178,Neutral,0.18962432686732084,570.975732825296,953.0529604695322,1524.0286932948281,56276,6909,2903
34117,FL,2179,Neutral,0.1894552484068314,443.6227279277496,878.7356707317073,1322.358398659457,77035,4310,1635
30705,GA,2180,Neutral,0.18943468922942802,632.8072576365439,829.7924602454804,1462.5997178820244,49395,8695,1741
30013,GA,2181,Neutral,0.18937737396174853,546.6612826052536,808.8464564138909,1355.5077390191445,62854,6716,2662
85737,AZ,2182,Neutral,0.18924581352277986,377.7079346952893,890.1873556707768,1267.895290366066,86619,3545,3942
33449,FL,2183,Neutral,0.1891914628409198,199.06227293046206,400.99529076771444,600.0575636981765,124107,1988,2514
33162,FL,2184,Neutral,0.18918863373976452,659.0936131065225,836.47752157671,1495.5711346832327,45080,13509,2039
10528,NY,2185,Neutral,0.1891622005051887,212.12009435566645,853.3372883808422,1065.4573827365086,112437,3559,2867
37659,TN,2186,Neutral,0.18913619607317286,569.0897272014669,865.9363695421753,1435.026096743642,58050,6901,2490
33610,FL,2187,Neutral,0.1889532041447678,712.6700313370893,838.2691867124857,1550.9392180495752,36742,13168,1330
34231,FL,2188,Neutral,0.18891731568734452,573.2149846969189,1049.5716548147689,1622.7866395116878,53332,5613,3022
30224,GA,2189,Neutral,0.18888892562377588,574.7328530289826,925.0895765472313,1499.8224295762138,55741,6614,2176
93444,CA,2190,Neutral,0.18884069535979425,370.8350079942544,902.5030937427309,1273.3381017369852,87087,4810,3288
78070,TX,2191,Neutral,0.1888104874942867,364.43716209283195,853.4001814882033,1217.8373435810354,89083,2947,2360
95348,CA,2192,Neutral,0.18866018498896447,620.1288130986042,933.5643564356435,1553.6931695342478,48505,9028,1930
76537,TX,2193,Neutral,0.1885974676970718,433.93060986402065,788.6172760657832,1222.547885929804,79773,1850,598
33498,FL,2194,Neutral,0.18857950914779756,290.17241893738236,522.1071428571429,812.2795617945253,107242,2748,2847
78552,TX,2195,Neutral,0.1885154973761839,610.6908354332425,961.984155825278,1572.6749912585205,49217,8494,2026
77632,TX,2196,Neutral,0.18850393235855684,482.0242016291952,877.2683840115493,1359.2925856407446,70518,5403,2855
10707,NY,2197,Neutral,0.18849665151848802,226.5643078162466,635.8939005638134,862.45820838006,114386,2486,2216
30326,GA,2198,Neutral,0.18845701145708232,326.1030304052271,1190.2301988937272,1516.3332292989544,87422,2822,1817
93950,CA,2199,Neutral,0.18840591779177518,365.8422242857207,864.3551289742051,1230.1973532599259,88326,3158,2921
89701,NV,2200,Neutral,0.18836988578634298,567.9396396553514,932.9914084507042,1500.9310481060556,56204,7086,2264
10307,NY,2201,Neutral,0.18835864438373484,397.7215407982523,787.4216314688617,1185.143172267114,85103,3729,2274
32809,FL,2202,Neutral,0.18832476827287395,689.9572095350663,614.8129616392661,1304.7701711743325,44479,9666,1347
33432,FL,2203,Neutral,0.18831119009340286,419.9304878879908,995.6551313196131,1415.585619207604,77250,3494,4285
76033,TX,2204,Neutral,0.18828434582965037,582.1610229682819,841.5407491326205,1423.7017721009024,55938,6140,2128
78721,TX,2205,Neutral,0.1882672608596418,605.9266528248096,1109.721196868009,1715.6478496928185,46591,4630,910
84604,UT,2206,Neutral,0.18814515204283572,557.1471600877176,880.8935975679444,1438.040757655662,58781,9304,3194
11721,NY,2207,Neutral,0.18809970235834275,82.25215608758968,354.06842900302115,436.32058509061085,141976,1086,1668
34698,FL,2208,Neutral,0.1880566024973173,593.7836006426054,1050.252902133961,1644.0365027765665,49541,7556,3816
78239,TX,2209,Neutral,0.18791355525648415,543.2786832244226,856.1599062133646,1399.4385894377872,61234,6826,1866
27597,NC,2210,Neutral,0.18782412486221048,502.9730285127308,1245.6708271558114,1748.643855668542,58948,6303,2355
32503,FL,2211,Neutral,0.18780776542760969,595.0006522645381,1009.7353146322972,1604.7359668968352,50032,7895,2346
78212,TX,2212,Neutral,0.1877914848642766,599.2156710935554,1091.970303712036,1691.1859748055913,47623,8430,2262
77067,TX,2213,Neutral,0.18771185097064996,711.8529324801251,493.607358490566,1205.4602909706912,43282,10407,1533
93013,CA,2214,Neutral,0.18769062557782776,417.3786459374267,805.962441888916,1223.3410878263428,81216,3765,2601
11950,NY,2215,Neutral,0.18766171590929026,331.43443871191266,756.393059490085,1087.8274982019975,95278,4722,2224
78215,TX,2216,Neutral,0.18764319164683468,508.60358227579565,475.98342541436466,984.5870076901604,74408,1498,604
93908,CA,2217,Neutral,0.18760628721294617,124.36811875750853,607.941359750739,732.3094785082476,129789,2227,2841
14617,NY,2218,Neutral,0.18747385084007856,464.72849034499393,1002.3250810353737,1467.0535713803677,69677,5220,3153
89102,NV,2219,Neutral,0.18745799594447515,703.1360536349324,852.8889451251998,1556.0249987601323,36729,11197,1707
77058,TX,2220,Neutral,0.18739457939451176,571.7932985057535,925.4071182425156,1497.2004167482692,55035,5937,1966
78633,TX,2221,Neutral,0.18732612946809502,438.1878692580074,696.7780586626035,1134.965927920611,80117,2571,4536
33035,FL,2222,Neutral,0.18723357871436472,522.2645403075452,542.2273405843463,1064.4918808918915,70608,5192,1055
90623,CA,2223,Neutral,0.18714482577654945,272.82500464336454,582.5504587155963,855.3754633589608,107480,4089,2598
84655,UT,2224,Neutral,0.18712010820636704,483.26289402457365,679.9445124439004,1163.2074064684741,73488,3770,966
33860,FL,2225,Neutral,0.18702368492618454,619.2275484885234,722.2871530624195,1341.5147015509428,51904,8058,1336
95370,CA,2226,Neutral,0.18664652983654767,536.662872560472,1031.7428541218765,1568.4057266823484,57513,6076,3100
37090,TN,2227,Neutral,0.1865840417037325,450.09711492285277,926.8499637458866,1376.9470786687393,72826,3630,1790
76086,TX,2228,Neutral,0.18652909681934945,572.2453354595107,701.101615720524,1273.3469511800347,59098,6253,1952
34110,FL,2229,Neutral,0.1864291342577481,433.51123516770946,777.649933146955,1211.1611683146646,78410,3563,4186
93953,CA,2230,Neutral,0.18630257171297712,70.45393167098052,187.95469798657717,258.4086296575577,145938,512,1125
14043,NY,2231,Neutral,0.1860270590995292,532.1530984168365,975.177063591274,1507.3301620081106,58931,6372,2439
11436,NY,2232,Neutral,0.1860122041791644,458.90951239924516,731.7820632840293,1190.6915756832746,75222,5718,1935
94304,CA,2233,Neutral,0.18600942561751324,125.18551336047938,524.427182413866,649.6126957743454,130227,1356,1062
78725,TX,2234,Neutral,0.1859710885550892,534.1609966625701,911.308973172988,1445.469969835558,59949,2976,745
91723,CA,2235,Neutral,0.18576826212413194,514.800025212121,832.0442307692307,1346.8442559813516,64422,5497,1605
27501,NC,2236,Neutral,0.18574133070137963,572.8623651021896,753.9699616990146,1326.832326801204,57271,5851,1558
14559,NY,2237,Neutral,0.18571282879836876,417.1985410140337,753.623597415845,1170.8221384298786,80847,4586,2686
89143,NV,2238,Neutral,0.18562919692810384,407.1152060105568,606.5361177170035,1013.6513237275603,85455,4235,1768
80230,CO,2239,Neutral,0.18562529176319464,349.65519795416407,751.0483766534086,1100.7035746075726,91071,2939,2004
94710,CA,2240,Neutral,0.18557508962632938,413.6402303971772,724.3246561886051,1137.9648865857823,81907,2981,1267
92316,CA,2241,Neutral,0.1855059217285467,551.3290890779297,874.7657400733335,1426.0948291512632,57772,8509,1751
12019,NY,2242,Neutral,0.1855008805232494,238.6721855162688,794.5048778932602,1033.177063409529,106866,3158,3131
27596,NC,2243,Neutral,0.18545620106920307,448.39048073065885,840.3316644528456,1288.7221451835044,74070,4536,2278
11777,NY,2244,Neutral,0.1853149896739754,217.36859111222444,549.7353161442174,767.1039072564419,115184,1973,1934
33634,FL,2245,Neutral,0.18530357181824034,563.9086999165485,794.6521739130435,1358.5608738295919,57423,6519,1372
90057,CA,2246,Neutral,0.18529682131503672,689.7769630902172,824.7266839378239,1514.503647028041,37700,18363,1754
33566,FL,2247,Neutral,0.18527045223463756,517.9938353679194,761.5244657984575,1279.518301166377,65064,5708,2087
91768,CA,2248,Neutral,0.18526560080616383,566.9675057448669,838.0846768420149,1405.0521825868818,56002,9286,1920
85040,AZ,2249,Neutral,0.18523897996310873,668.5095748747199,799.496354088522,1468.0059289632418,41418,9773,1252
11560,NY,2250,Neutral,0.18494053242548802,91.1962468583738,243.3103150625809,334.5065619209547,140568,1225,1575
10805,NY,2251,Neutral,0.18491140410860707,429.60743919964784,1044.3663683466793,1473.9738075463272,72138,4715,2576
33407,FL,2252,Neutral,0.18482078761280188,622.0775149351169,941.7813867772402,1563.8589017123572,45093,9169,1550
33764,FL,2253,Neutral,0.184779366362312,554.1745767655594,1063.0353736524758,1617.209950418035,52760,5936,2841
77351,TX,2254,Neutral,0.1847591631685465,600.8925931119489,845.3271184548398,1446.2197115667886,50318,8463,2403
29170,SC,2255,Neutral,0.18450920730109288,546.9016327740118,829.6877912395154,1376.5894240135272,58643,6567,1756
79407,TX,2256,Neutral,0.18442300103790582,617.8607432667786,936.41661102951,1554.2773542962886,45542,6257,1792
10918,NY,2257,Neutral,0.1841917436589069,240.94126180502298,675.0325877523666,915.9738495573895,108073,2955,2319
28704,NC,2258,Neutral,0.1841845134909114,485.577167768602,947.3421500255146,1432.9193177941165,65173,5078,2269
33809,FL,2259,Neutral,0.18414139990886458,568.7500427796859,857.0652173913044,1425.8152601709903,54465,7205,2166
75235,TX,2260,Neutral,0.18405099252991763,591.8474955869782,964.3126868411391,1556.1601824281174,48603,7086,1163
92301,CA,2261,Neutral,0.18391255720130695,629.5075701957901,880.8345709037281,1510.3421410995184,44574,10002,1097
79015,TX,2262,Neutral,0.18388444372384816,477.1429454942175,808.8295645432227,1285.97251003744,69182,5444,2434
76310,TX,2263,Neutral,0.1838468804230511,475.6219516887009,917.1688875116208,1392.7908392003217,67068,5466,2241
10607,NY,2264,Neutral,0.18374586623292816,103.9817453921326,311.86113789778204,415.84288328991465,136250,2172,1622
80521,CO,2265,Neutral,0.1835552766742769,578.5543014069183,1048.1414553732632,1626.6957567801815,48446,9388,3097
10560,NY,2266,Neutral,0.18345588164549698,129.30794023068034,306.56288156288156,435.8708217935619,132303,787,1019
95503,CA,2267,Neutral,0.18345311842075537,558.5394438055451,885.704279518861,1444.2437233244061,54873,6825,2218
76082,TX,2268,Neutral,0.18339856169583926,473.2751230035397,1010.7481715835319,1484.0232945870716,65080,4974,1794
96130,CA,2269,Neutral,0.18333115889780127,570.6450338693548,698.3810070840512,1269.0260409534062,56949,7743,1167
78619,TX,2270,Neutral,0.18332837386709142,107.94257411582048,441.07613109048725,549.0187052063077,132568,1115,986
28146,NC,2271,Neutral,0.1833238037767557,567.5318008035972,873.6421891236578,1441.173989927255,53669,6442,1914
29154,SC,2272,Neutral,0.18329085698256636,589.0134945094992,772.4139721501062,1361.4274666596054,52552,7544,2094
85749,AZ,2273,Neutral,0.18319219959859465,344.17779576027124,648.7453579448978,992.923153705169,92224,2874,3543
27358,NC,2274,Neutral,0.18315903267043512,357.7379978894893,667.4394425178302,1025.1774404073194,89744,2973,2403
90701,CA,2275,Neutral,0.1831549768734112,514.3841358720989,584.9401645474944,1099.3243004195933,67765,5497,1280
32909,FL,2276,Neutral,0.18291758045471843,518.0870571480502,1323.9413799197193,1842.0284370677696,51226,7404,1923
12047,NY,2277,Neutral,0.1828477785987372,530.2649936735456,908.8725113218833,1439.137504995429,58199,5842,2186
95660,CA,2278,Neutral,0.18278547670197387,611.8142283367217,906.4262083660424,1518.240436702764,45845,9687,1606
76114,TX,2279,Neutral,0.18275401863175292,589.4247889998596,697.0654415900995,1286.490230589959,53689,7957,1150
14217,NY,2280,Neutral,0.18269141313107803,516.9938175128051,1002.180271204467,1519.174088717272,58096,6047,2585
77520,TX,2281,Neutral,0.18266789075532522,594.763173926447,807.1488075243533,1401.9119814508003,50461,9405,2253
80118,CO,2282,Neutral,0.18237065786780118,114.12747113022631,251.36974789915965,365.497219029386,134952,949,1703
38506,TN,2283,Neutral,0.182343177599919,569.5476205674086,881.7981589506693,1451.345779518078,52438,6987,2244
14220,NY,2284,Neutral,0.1822926702308425,536.873918008168,820.0394349617422,1356.9133529699102,58671,6739,1900
33971,FL,2285,Neutral,0.18195426294174663,584.1703409850297,698.5939317052542,1282.764272690284,53840,7690,1249
91201,CA,2286,Neutral,0.1819089533667157,524.5990498762499,826.4156147522573,1351.014664628507,60101,6503,2623
90033,CA,2287,Neutral,0.18188044835357858,671.3384612817631,806.5419853889128,1477.880446670676,38266,12976,1509
76119,TX,2288,Neutral,0.18187349391990276,703.125018478765,634.0726131694998,1337.1976316482649,37130,14417,1463
92587,CA,2289,Neutral,0.181824233769537,368.4998688957895,814.6966597758678,1183.1965286716572,83943,4706,2516
29406,SC,2290,Neutral,0.181790419303376,683.3337397076592,802.7610984545286,1486.094838162188,36460,10579,1131
30088,GA,2291,Neutral,0.18179023512177606,585.5315295715754,903.464769971652,1488.9962995432275,49129,7945,1583
29369,SC,2292,Neutral,0.1816880846784974,440.12856838458646,603.3995691293879,1043.5281375139743,77500,3590,1710
11579,NY,2293,Neutral,0.18167520633661624,116.82051469041244,246.88544768711535,363.7059623775278,134107,937,1270
34109,FL,2294,Neutral,0.18163225164233496,445.8867394782044,813.4413751688935,1259.328114647098,72095,4667,4072
11786,NY,2295,Neutral,0.18126771162181407,117.73299000184457,272.40942028985506,390.14241029169966,133111,1341,1309
11771,NY,2296,Neutral,0.18126539610660813,154.99902213388464,552.2093777646712,707.2083998985559,121481,1950,2065
12901,NY,2297,Neutral,0.18120612620299345,575.3002135794266,879.2348494314632,1454.5350630108896,50750,7573,2666
10604,NY,2298,Neutral,0.18109456622495096,268.3504998474723,676.8438320209974,945.1943318684697,101508,2707,1942
10980,NY,2299,Neutral,0.18108369762270624,212.61399088379008,645.0957007177554,857.7096916015455,110625,3072,2696
33908,FL,2300,Neutral,0.18103435206479918,494.3661244565315,1033.0497925311204,1527.4159169876518,59596,4528,5219
10520,NY,2301,Neutral,0.18065344881319478,230.77908012228679,525.7284567496723,756.5075368719591,110094,2636,2807
75701,TX,2302,Neutral,0.18051124225352788,610.2701223756707,756.4317953301307,1366.7019177058014,47543,9288,2062
28677,NC,2303,Neutral,0.18040752262226167,602.2494131582349,901.7463590942915,1503.9957722525264,45573,8746,2039
77506,TX,2304,Neutral,0.1802940440160079,685.8825861800896,481.0491728853957,1166.9317590654853,41804,11190,1264
81212,CO,2305,Neutral,0.18018512200545672,568.4585799894775,963.6673157162726,1532.12589570575,49200,8477,2051
13088,NY,2306,Neutral,0.1801245190892045,511.2301709283976,825.7190400000001,1336.9492109283976,60775,6094,2406
76054,TX,2307,Neutral,0.18007488616137887,275.48713717616937,614.0300675675676,889.517204743737,100988,2860,2232
11755,NY,2308,Neutral,0.18000450902235512,189.8575999016563,479.4327783819961,669.2903782836524,116788,3261,2432
13215,NY,2309,Neutral,0.17991059358818062,325.16782694266226,649.500650729502,974.6684776721643,92575,2905,2524
78227,TX,2310,Neutral,0.17983485913293157,671.214640550564,659.3502075253454,1330.5648480759094,39864,14216,1669
34113,FL,2311,Neutral,0.17982517373876641,534.4282342837759,810.0507102610903,1344.4789445448662,57365,3971,2400
80302,CO,2312,Neutral,0.1797980263916587,538.0759682543438,1000.5744008604753,1538.6503691148191,52719,6424,3743
28081,NC,2313,Neutral,0.17976936493728907,535.2366921327827,1084.2398266313508,1619.4765187641333,51339,7146,1948
92545,CA,2314,Neutral,0.17976743359845856,560.3420180000428,1113.6612702366128,1674.0032882366556,46904,8399,2472
80424,CO,2315,Neutral,0.17973545987129724,285.89898299539203,834.3882915173238,1120.2872745127158,94440,4155,1603
76205,TX,2316,Neutral,0.17959965387463184,582.2040146574054,623.0526181873696,1205.2566328447751,53949,6935,1546
95841,CA,2317,Neutral,0.17956320925542935,579.2188865300343,813.8603051996986,1393.0791917297329,50295,6862,1463
89519,NV,2318,Neutral,0.17948117521589818,214.03939620505818,460.598990594173,674.6383867992312,113125,1532,2054
38501,TN,2319,Neutral,0.17934396683761997,636.4910837367787,951.8552637782283,1588.346347515007,38498,9598,2510
91024,CA,2320,Neutral,0.17920189731538547,249.33306507656098,768.176950998185,1017.510016074746,100988,2218,2383
76135,TX,2321,Neutral,0.17909336518784152,510.3863252129091,659.2144104110458,1169.600735623955,63672,6002,2316
33062,FL,2322,Neutral,0.17903641611437499,472.4639540464419,872.7094724455775,1345.1734264920194,64812,3519,3672
32713,FL,2323,Neutral,0.17872887359239853,465.7541749228036,966.2433853085383,1431.997560231342,63594,4100,2278
32168,FL,2324,Neutral,0.17848912031721448,533.1603491155685,914.5526590198124,1447.7130081353807,54300,5060,2867
12118,NY,2325,Neutral,0.17846051819757075,404.09873060410064,793.1959427767355,1197.2946733808362,76431,4121,2546
33637,FL,2326,Neutral,0.17844574178618755,584.2595144894839,658.1210008434074,1242.3805153328913,52004,6055,904
11968,NY,2327,Neutral,0.178407026001016,221.42812572619258,690.3764986328262,911.8046243590187,106271,1895,2328
13212,NY,2328,Neutral,0.1783700661079571,501.15557919285186,873.711914788209,1374.8674939810608,59932,5560,2057
30360,GA,2329,Neutral,0.17835852915142844,444.8703593441627,660.9861212563915,1105.8564806005543,73000,4451,1686
77060,TX,2330,Neutral,0.17814281594238493,760.248509503271,381.87477738201244,1142.1232868852835,31006,15293,749
31721,GA,2331,Neutral,0.1780209228565851,440.9893171615296,676.7780717374714,1117.767388899001,72992,5131,2551
37615,TN,2332,Neutral,0.17799127148102264,507.33498039851776,832.8864761731704,1340.2214565716881,59578,5445,2576
78133,TX,2333,Neutral,0.17791384610553573,462.66949452881136,782.435593220339,1245.1050877491502,67366,3598,2238
37160,TN,2334,Neutral,0.1778560748674584,585.2080861251637,840.2306298391082,1425.438715964272,47516,9120,2043
28715,NC,2335,Neutral,0.177838179816052,539.7241347229314,851.3774765380605,1391.1016112609918,54157,6222,2306
31548,GA,2336,Neutral,0.17783206571431856,535.7639674516513,911.0491803278688,1446.81314777952,53477,6431,1946
81611,CO,2337,Neutral,0.1778036513569838,358.8159097080055,662.3088171577124,1021.1247268657179,85588,3308,2034
77069,TX,2338,Neutral,0.17778916462602617,450.2129965313475,861.4184380224503,1311.6314345537978,67470,4830,2977
31522,GA,2339,Neutral,0.17777822198360785,325.984473989414,669.8895074703175,995.8739814597316,90382,2819,3519
11428,NY,2340,Neutral,0.1777676131084408,416.8580428650921,587.2795533918933,1004.1375962569854,78368,4935,2092
93015,CA,2341,Neutral,0.17776316030021921,412.5710891889351,712.6734154464237,1125.244504635359,76334,4716,1667
27534,NC,2342,Neutral,0.17776218742421174,567.9359565085459,931.3953414167199,1499.331297925266,48113,8568,2227
76240,TX,2343,Neutral,0.1777489812919131,542.8139681501384,878.2978374500359,1421.1118056001742,53045,6363,2375
14468,NY,2344,Neutral,0.17773412239277844,396.4329242449708,842.005858046969,1238.4387822919398,75993,4229,2322
75771,TX,2345,Neutral,0.17771208822983528,461.2044430024675,699.8370377376335,1161.041480740101,69199,4860,2354
93402,CA,2346,Neutral,0.1776937831878524,396.3570416443151,760.8634405038117,1157.2204821481268,77708,3672,2222
10039,NY,2347,Neutral,0.1776593126799853,601.4301728287847,963.2197168327215,1564.6498896615062,42278,8568,1637
94939,CA,2348,Neutral,0.1775784325426052,173.52565461083304,397.4036896364623,570.9293442472954,119158,1164,1837
31525,GA,2349,Neutral,0.17757257714506697,567.5389187328805,782.6651192234649,1350.2040379563455,51207,7488,2406
13850,NY,2350,Neutral,0.17752208900106817,456.9680191111097,779.1583949313622,1236.1264140424719,68000,3938,2779
95602,CA,2351,Neutral,0.17749848460209333,359.1750741565886,798.1140897755612,1157.2891639321497,82397,3167,2565
90401,CA,2352,Neutral,0.17743095927288496,287.3487235951476,1291.6567823343848,1579.0055059295323,82681,3328,2024
90290,CA,2353,Neutral,0.17741958836827348,116.3640435698702,300.420645595158,416.7846891650282,129772,1239,1389
94108,CA,2354,Neutral,0.17741553034868193,476.7270838946739,856.8640988372093,1333.5911827318832,63263,5404,2783
37127,TN,2355,Neutral,0.1772284816819294,452.0582308421716,771.306005719733,1223.3642365619046,68687,4815,1959
81005,CO,2356,Neutral,0.17710992739108572,567.8576470445623,783.8487654320987,1351.7064124766612,50779,7364,2379
34685,FL,2357,Neutral,0.1770956443302898,374.7896133811032,654.9582564962279,1029.7478698773311,82782,3245,2808
30168,GA,2358,Neutral,0.1770549256099034,577.41387561583,854.0552325581396,1431.4691081739695,47788,8282,1414
27510,NC,2359,Neutral,0.17686650088229725,552.2421088602331,776.6918989737245,1328.9340078339576,53112,6101,1287
32952,FL,2360,Neutral,0.17685953087385822,408.8936321492586,756.7961506041023,1165.689782753361,75256,3555,2760
77017,TX,2361,Neutral,0.1768104403176551,603.1017013475675,559.960872812287,1163.0625741598546,49994,9618,1711
14845,NY,2362,Neutral,0.17678035269917203,470.7994953999085,717.9972752043597,1188.7967706042682,66643,4438,2410
92211,CA,2363,Neutral,0.1767700165467664,446.383063666832,1017.3841461187214,1463.7672097855534,63936,3637,4063
11740,NY,2364,Neutral,0.1766726452534635,117.99516077005674,507.47023086269746,625.4653916327542,124527,1873,1958
27591,NC,2365,Neutral,0.17666355690028823,460.4062477519196,977.7240605720697,1438.1303083239893,62577,5678,1864
31061,GA,2366,Neutral,0.1764986901346758,590.8428417562604,905.0401514783706,1495.8829932346312,44237,9505,2399
77003,TX,2367,Neutral,0.1763959268189454,354.13238528576153,1266.9671844460447,1621.0995697318062,72295,4294,1583
34684,FL,2368,Neutral,0.1762877956756061,551.537596027062,703.4966946445813,1255.0342906716432,54340,5298,2517
92262,CA,2369,Neutral,0.17621022258950425,541.3577590751448,878.0625,1419.4202590751447,52092,5360,3579
10703,NY,2370,Neutral,0.17609421606524817,477.23152868380646,662.8224531285294,1140.053981812336,66322,5401,2590
29205,SC,2371,Neutral,0.17605979933776367,484.91542040926583,1157.6657731686953,1642.5811935779611,54554,7172,2893
90602,CA,2372,Neutral,0.175819961357853,533.9130691848045,770.7058436277737,1304.6189128125782,55216,7591,1923
10709,NY,2373,Neutral,0.17576318251287978,96.38631024415886,448.5268639283629,544.9131741725217,128365,2070,2211
90740,CA,2374,Neutral,0.17574732384852698,422.752342356081,913.840209990977,1336.592552347058,68947,4224,4551
33147,FL,2375,Neutral,0.17566299740352065,675.8858947797979,806.8310065038239,1482.7169012836218,32808,11928,1108
14228,NY,2376,Neutral,0.17560067839760157,484.6708634524055,1047.9274183610598,1532.5982818134653,56585,6231,2506
29907,SC,2377,Neutral,0.1755779043168162,437.1700649227646,613.5448545258621,1050.7149194486267,73051,3601,1635
37601,TN,2378,Neutral,0.17557780518220492,614.9343473395013,881.5818704365387,1496.5162177760399,40382,9069,2283
75160,TX,2379,Neutral,0.1754372979184357,543.1773663244346,720.3144004589788,1263.4917667834134,54596,6689,1842
32222,FL,2380,Neutral,0.17543458320642233,448.87425549836655,962.5766595529597,1411.4509150513263,63707,3312,855
